id,kpi1,kpi2,kpi3,kpi4,kpi5,kpi6,kpi7,kpi8,kpi9,kpi10,kpi11
24144307956,1,0,0,0,0,1,0,0,1,0,33
25056298922,0,0,1,0,0,0,1,1,0,0,8
31271982768,0,1,0,0,0,1,0,1,0,0,9
25058916942,0,0,0,1,1,0,0,0,0,1,5
35705168394,0,0,1,0,0,0,1,1,0,0,1
28698123646,1,0,0,0,0,0,1,1,0,0,52
38409406354,1,0,0,0,1,0,0,1,0,0,22
32837906232,0,0,1,0,0,1,0,1,0,0,5
32415889058,0,1,0,0,1,0,0,0,1,0,10
30838836682,1,0,0,0,0,1,0,1,0,0,27
32172892988,0,0,1,0,1,0,0,1,0,0,10
24347150830,0,1,0,0,1,0,0,0,1,0,51
31271990956,1,0,0,0,0,1,0,0,0,1,3
26034148848,0,0,0,1,1,0,0,0,1,0,3
28046085168,0,0,0,1,1,0,0,0,0,1,1
26084565556,0,0,0,1,1,0,0,1,0,0,42
36565682400,0,0,1,0,0,1,0,1,0,0,10
36309886004,0,0,1,0,0,1,0,1,0,0,42
32067872818,1,0,0,0,0,0,1,1,0,0,12
28050400926,0,0,1,0,1,0,0,0,1,0,18
38804491184,0,1,0,0,0,0,1,1,0,0,9
30825589100,0,0,1,0,1,0,0,0,0,1,11
26093442922,0,1,0,0,0,1,0,0,0,1,1
32168523750,0,0,1,0,0,1,0,0,1,0,1
30198963496,0,0,0,1,1,0,0,0,1,0,12
30198972150,0,0,0,1,0,1,0,0,1,0,14
30827543534,1,0,0,0,0,1,0,1,0,0,5
34246405098,0,0,0,1,1,0,0,0,0,1,2
38385058328,0,1,0,0,0,1,0,1,0,0,25
36575556698,1,0,0,0,0,0,1,0,1,0,39
28288601524,1,0,0,0,0,0,1,0,1,0,3
28692143852,0,0,0,1,0,1,0,0,0,1,2
38410771056,0,0,1,0,0,0,1,0,1,0,15
35584142358,0,1,0,0,0,1,0,0,0,1,49
26167662560,1,0,0,0,0,1,0,0,0,1,18
28465068108,1,0,0,0,1,0,0,1,0,0,47
28294913296,0,1,0,0,0,1,0,1,0,0,23
24348614708,1,0,0,0,0,1,0,0,1,0,15
30809866086,1,0,0,0,0,0,1,1,0,0,31
30834037070,0,0,0,1,0,1,0,0,0,1,2
30831439830,0,0,0,1,0,1,0,0,1,0,4
32837173122,1,0,0,0,0,0,1,0,1,0,20
38209400174,0,1,0,0,0,1,0,0,1,0,36
28052626094,0,1,0,0,1,0,0,0,1,0,5
32404112658,0,1,0,0,1,0,0,0,1,0,92
26391216916,0,0,0,1,0,1,0,0,1,0,10
32413482888,0,0,0,1,0,1,0,0,0,1,1
36305824560,1,0,0,0,0,1,0,1,0,0,57
28693317472,0,1,0,0,1,0,0,1,0,0,27
31468128456,0,0,1,0,0,1,0,0,1,0,22
26089522256,1,0,0,0,0,1,0,1,0,0,19
33206836648,1,0,0,0,0,0,1,1,0,0,17
38409017646,0,0,1,0,1,0,0,1,0,0,17
31265219054,1,0,0,0,1,0,0,0,0,1,12
28693216550,1,0,0,0,0,0,1,0,1,0,22
34304262354,0,1,0,0,0,0,1,0,1,0,4
32404981936,0,0,0,1,0,1,0,0,1,0,33
28044352118,0,1,0,0,0,1,0,1,0,0,9
26084257816,0,0,1,0,0,1,0,1,0,0,61
30308382682,0,0,0,1,1,0,0,0,1,0,21
34252437210,0,0,1,0,0,1,0,1,0,0,6
26174742108,0,0,1,0,1,0,0,0,0,1,2
32404984666,1,0,0,0,1,0,0,1,0,0,17
25044903754,0,1,0,0,0,1,0,1,0,0,17
26093425098,0,0,1,0,0,1,0,0,1,0,3
30834673958,1,0,0,0,0,1,0,0,1,0,11
24158983780,0,0,0,1,0,1,0,0,1,0,1
28112180898,0,0,1,0,0,1,0,1,0,0,20
28046800272,0,0,1,0,0,1,0,0,1,0,7
36575540858,0,0,1,0,0,1,0,1,0,0,43
31604483068,0,1,0,0,0,1,0,1,0,0,16
26164663910,0,1,0,0,1,0,0,0,1,0,14
26186984590,0,0,1,0,1,0,0,0,0,1,1
25254389234,1,0,0,0,1,0,0,0,1,0,27
38205687174,0,0,1,0,0,1,0,0,1,0,22
37312814398,0,0,1,0,1,0,0,1,0,0,73
31464564214,1,0,0,0,0,0,1,0,1,0,42
33206923274,1,0,0,0,0,1,0,0,1,0,20
37313604886,0,1,0,0,0,1,0,1,0,0,30
24159045544,0,1,0,0,1,0,0,1,0,0,53
24159499928,0,0,0,1,0,1,0,0,0,1,2
28684176524,0,1,0,0,0,1,0,1,0,0,1
31464562654,0,0,0,1,1,0,0,0,1,0,32
28050301220,0,0,0,1,0,1,0,0,1,0,21
35715741238,0,1,0,0,0,1,0,0,0,1,17
26093531584,1,0,0,0,0,1,0,0,1,0,6
30837801476,0,1,0,0,0,1,0,1,0,0,15
36299589402,0,1,0,0,1,0,0,0,1,0,7
28693208784,0,0,0,1,1,0,0,0,1,0,37
38366631998,0,1,0,0,1,0,0,1,0,0,35
28055193660,0,1,0,0,0,1,0,0,0,1,41
32407262342,1,0,0,0,0,0,1,1,0,0,1
25044586884,0,1,0,0,1,0,0,1,0,0,28
24146442338,0,1,0,0,1,0,0,0,1,0,102
31278419896,0,0,0,1,0,1,0,0,1,0,25
32406615492,0,0,1,0,0,1,0,0,1,0,4
25532405128,1,0,0,0,0,1,0,0,1,0,15
31604241912,0,0,0,1,0,1,0,1,0,0,3
36319573002,1,0,0,0,0,0,1,1,0,0,11
31273816310,1,0,0,0,0,1,0,1,0,0,10
37312147466,0,0,0,1,1,0,0,0,1,0,15
32411002566,0,1,0,0,1,0,0,1,0,0,6
36304760694,0,1,0,0,1,0,0,0,1,0,21
30836420878,0,1,0,0,0,1,0,1,0,0,24
33219978654,1,0,0,0,0,1,0,0,1,0,25
24344622996,0,1,0,0,0,0,1,0,1,0,34
28056820320,1,0,0,0,1,0,0,1,0,0,49
26384204564,0,0,0,1,0,1,0,0,0,1,4
26096441930,0,0,1,0,0,1,0,1,0,0,18
26185023548,0,0,1,0,1,0,0,0,1,0,19
30196629826,1,0,0,0,1,0,0,1,0,0,32
25527163736,1,0,0,0,0,1,0,0,1,0,27
30839554098,0,0,0,1,1,0,0,1,0,0,4
31476396964,0,0,0,1,0,1,0,0,1,0,22
24149206250,0,1,0,0,0,1,0,0,0,1,1
36572936358,1,0,0,0,0,1,0,0,1,0,3
32068866062,1,0,0,0,0,1,0,0,1,0,5
32175805194,1,0,0,0,1,0,0,0,0,1,1
36567707392,0,1,0,0,0,1,0,1,0,0,19
28116485026,0,0,1,0,0,1,0,1,0,0,28
26398605890,1,0,0,0,0,1,0,0,1,0,5
31609300950,0,1,0,0,1,0,0,0,1,0,16
30833202816,0,0,1,0,0,1,0,0,1,0,29
24148324134,0,0,1,0,0,1,0,0,1,0,11
36575534120,0,0,0,1,0,1,0,0,0,1,1
38368829560,0,0,0,1,1,0,0,0,1,0,52
25526805768,0,0,1,0,1,0,0,1,0,0,17
36319770368,0,0,0,1,0,1,0,0,0,1,1
28051542962,1,0,0,0,1,0,0,0,0,1,35
31264244870,1,0,0,0,1,0,0,0,1,0,21
31468134120,0,0,1,0,1,0,0,0,1,0,4
31267146500,1,0,0,0,0,1,0,0,1,0,5
26398796330,1,0,0,0,0,1,0,0,1,0,85
32835607236,0,1,0,0,1,0,0,1,0,0,12
38376824536,0,0,1,0,1,0,0,0,1,0,41
31612138256,0,1,0,0,0,1,0,0,1,0,3
30806259748,1,0,0,0,1,0,0,0,1,0,34
26029827712,1,0,0,0,0,0,1,1,0,0,36
36574258662,0,0,1,0,0,0,1,1,0,0,21
36305794886,0,0,0,1,1,0,0,1,0,0,2
26386210544,1,0,0,0,1,0,0,0,1,0,39
34246201578,0,0,0,1,0,1,0,0,0,1,1
38408242450,0,1,0,0,1,0,0,1,0,0,24
36054772608,0,0,0,1,0,0,1,0,1,0,5
26386602760,0,0,0,1,1,0,0,0,0,1,2
24349827754,1,0,0,0,0,1,0,0,0,1,1
26187221478,1,0,0,0,0,1,0,1,0,0,53
30838206980,0,0,0,1,1,0,0,0,1,0,17
30186140190,0,1,0,0,0,0,1,0,1,0,4
31466762098,0,0,0,1,0,1,0,1,0,0,10
34147141936,0,1,0,0,0,1,0,0,1,0,16
26098418766,0,1,0,0,0,1,0,0,1,0,31
33208281494,1,0,0,0,1,0,0,1,0,0,11
38414565142,0,1,0,0,1,0,0,1,0,0,100
38394760314,0,0,0,1,0,1,0,0,0,1,1
25054352694,0,0,0,1,1,0,0,0,0,1,4
28345874238,1,0,0,0,1,0,0,0,0,1,6
31267413762,1,0,0,0,1,0,0,0,0,1,1
38415266770,0,0,0,1,0,1,0,1,0,0,41
24154272340,0,0,0,1,1,0,0,0,0,1,12
38368811926,0,0,1,0,1,0,0,0,0,1,1
26170404344,1,0,0,0,0,1,0,0,1,0,4
27217605720,1,0,0,0,0,1,0,0,0,1,1
28474022394,0,1,0,0,0,1,0,0,0,1,20
24351548102,0,0,1,0,1,0,0,1,0,0,16
36291713772,0,0,1,0,1,0,0,0,1,0,9
30825120080,0,0,0,1,0,0,1,0,1,0,3
31612480338,1,0,0,0,0,1,0,1,0,0,20
28349665962,0,0,0,1,0,0,1,0,1,0,48
30835741472,0,0,0,1,1,0,0,1,0,0,7
28050304074,0,0,0,1,0,1,0,0,0,1,1
37313184762,0,1,0,0,0,1,0,0,1,0,51
28050305602,0,1,0,0,0,1,0,0,1,0,7
32175813570,1,0,0,0,0,1,0,1,0,0,12
38373866016,0,0,0,1,0,1,0,0,1,0,1
30826522596,1,0,0,0,0,0,1,1,0,0,93
38373908348,1,0,0,0,1,0,0,0,0,1,11
26738045098,1,0,0,0,0,1,0,1,0,0,24
30309606350,0,0,0,1,1,0,0,0,0,1,5
36314849616,0,0,1,0,1,0,0,1,0,0,63
27210410782,0,0,1,0,1,0,0,0,1,0,28
28470395962,0,0,1,0,0,1,0,0,1,0,30
27210418844,0,0,1,0,0,1,0,0,1,0,2
28052992634,1,0,0,0,0,1,0,1,0,0,2
