id,score,survey_date
26192718892,3,04/19/2019 12:00:00 AM
26193931874,3,04/19/2019 12:00:00 AM
26194760556,1,04/22/2019 12:00:00 AM
26194776548,3,04/19/2019 12:00:00 AM
26195637352,3,04-02-2019 00:00
26384784022,3,04-01-2019 00:00
26384806996,3,04/15/2019 12:00:00 AM
26384819202,2,04-03-2019 00:00
26385387208,3,04/23/2019 12:00:00 AM
26385390686,2,04/22/2019 12:00:00 AM
26386210544,3,04/22/2019 12:00:00 AM
26386516400,2,04/18/2019 12:00:00 AM
26386540316,3,04/22/2019 12:00:00 AM
26386602760,1,04-02-2019 00:00
26386604044,3,04-03-2019 00:00
26389003346,3,04-08-2019 00:00
26389234686,3,04-04-2019 00:00
26389410300,2,04-05-2019 00:00
26391029322,3,04/23/2019 12:00:00 AM
26391183318,3,04-09-2019 00:00
26391216916,2,04/25/2019 12:00:00 AM
26395378356,2,04-09-2019 00:00
26395694848,1,04/19/2019 12:00:00 AM
26395902260,2,04/24/2019 12:00:00 AM
26395906660,3,04/23/2019 12:00:00 AM
26396528546,3,04/19/2019 12:00:00 AM
26398605890,3,04/17/2019 12:00:00 AM
26398786816,3,04/17/2019 12:00:00 AM
26726511832,1,04-03-2019 00:00
26726533718,2,04/18/2019 12:00:00 AM
26738041674,2,04-08-2019 00:00
26738045098,1,04-08-2019 00:00
27204167518,1,04/19/2019 12:00:00 AM
27209922168,3,04-01-2019 00:00
27210406928,3,04/26/2019 12:00:00 AM
27210410514,2,04/22/2019 12:00:00 AM
27210414322,3,04-10-2019 00:00
27210418844,3,04/18/2019 12:00:00 AM
27211808642,1,04/22/2019 12:00:00 AM
27211809086,3,04/16/2019 12:00:00 AM
27214940202,3,04/28/2019 12:00:00 AM
27214988576,3,04-09-2019 00:00
27214992650,1,04/13/2019 12:00:00 AM
27214993410,3,04/23/2019 12:00:00 AM
27215020178,1,04-01-2019 00:00
27215027442,3,04/28/2019 12:00:00 AM
27217605720,2,04-02-2019 00:00
27217612906,2,04/18/2019 12:00:00 AM
28044181908,3,04-01-2019 00:00
28044342474,2,04/26/2019 12:00:00 AM
28044345158,3,04-01-2019 00:00
28045388198,1,04-01-2019 00:00
28046000546,3,04-03-2019 00:00
28046082358,2,04-02-2019 00:00
28046213918,3,04-12-2019 00:00
28046357116,3,04/21/2019 12:00:00 AM
28046440892,2,04-11-2019 00:00
28046442024,1,04-04-2019 00:00
28046652984,3,04-08-2019 00:00
28046701042,3,04-04-2019 00:00
28046800272,3,04/17/2019 12:00:00 AM
28047388454,1,04/17/2019 12:00:00 AM
28047501890,2,04/14/2019 12:00:00 AM
28047532446,3,04/26/2019 12:00:00 AM
28048360056,3,04/22/2019 12:00:00 AM
28049181982,2,04/19/2019 12:00:00 AM
28049388624,1,04/16/2019 12:00:00 AM
28050300560,1,04/17/2019 12:00:00 AM
28050304074,3,04-01-2019 00:00
28050306562,1,04/18/2019 12:00:00 AM
28050312568,3,04-09-2019 00:00
28050808740,3,04-04-2019 00:00
28051202814,3,04/17/2019 12:00:00 AM
28051542962,2,04/23/2019 12:00:00 AM
28052803208,2,04-02-2019 00:00
28053010634,1,04-10-2019 00:00
28053380642,3,04/16/2019 12:00:00 AM
28055004188,1,04-10-2019 00:00
28056078652,2,04/22/2019 12:00:00 AM
28056823582,1,04-09-2019 00:00
28056827480,3,04/17/2019 12:00:00 AM
28057480034,3,04-08-2019 00:00
28112180898,3,04/15/2019 12:00:00 AM
28286445074,1,04/19/2019 12:00:00 AM
28286454426,3,04-11-2019 00:00
28288339530,3,04-02-2019 00:00
28288601524,3,04/23/2019 12:00:00 AM
28290386998,3,04/16/2019 12:00:00 AM
28290630822,3,04-01-2019 00:00
28291016614,3,04/23/2019 12:00:00 AM
28294090136,3,04/23/2019 12:00:00 AM
28294913296,2,04/24/2019 12:00:00 AM
28297048882,3,04-10-2019 00:00
28344099184,1,04-12-2019 00:00
28344940150,3,04-11-2019 00:00
28344942188,3,04/18/2019 12:00:00 AM
28344943924,3,04/24/2019 12:00:00 AM
28345113532,2,04/15/2019 12:00:00 AM
28345260106,2,04-10-2019 00:00
28345487080,2,04/22/2019 12:00:00 AM
28345489174,1,04/16/2019 12:00:00 AM
28345602250,1,04/15/2019 12:00:00 AM
28345867336,3,04/25/2019 12:00:00 AM
28345872410,3,04-10-2019 00:00
28347304498,1,04-03-2019 00:00
28348770458,3,04-03-2019 00:00
28348773718,3,04/20/2019 12:00:00 AM
28349113480,1,04-11-2019 00:00
28349665962,2,04/17/2019 12:00:00 AM
28350620506,2,04-09-2019 00:00
28350623078,3,04-02-2019 00:00
28350625570,3,04-02-2019 00:00
28350639466,3,04/15/2019 12:00:00 AM
28350866316,1,04-09-2019 00:00
28352602266,2,04-04-2019 00:00
28353483568,3,04/22/2019 12:00:00 AM
28359783604,3,04-04-2019 00:00
28464312968,1,04/23/2019 12:00:00 AM
28466393492,3,04/27/2019 12:00:00 AM
28467376054,3,04-04-2019 00:00
28469248686,3,04-10-2019 00:00
28470387724,2,04/23/2019 12:00:00 AM
28470395724,2,04/17/2019 12:00:00 AM
28470395962,2,04-04-2019 00:00
28474022394,3,04/17/2019 12:00:00 AM
28684176524,2,04/22/2019 12:00:00 AM
28686302124,3,04-12-2019 00:00
28689412310,3,04-10-2019 00:00
28690940936,1,04/16/2019 12:00:00 AM
28692214194,2,04-12-2019 00:00
28693208784,1,04/22/2019 12:00:00 AM
28693216550,3,04-02-2019 00:00
28693290904,1,04/23/2019 12:00:00 AM
28693302716,3,04/30/2019 12:00:00 AM
28693308156,3,04-05-2019 00:00
28693314518,3,04/27/2019 12:00:00 AM
30185000502,2,04/16/2019 12:00:00 AM
30185623008,3,04/19/2019 12:00:00 AM
30187322284,3,04/19/2019 12:00:00 AM
30187322868,2,04-04-2019 00:00
30187333122,3,04-03-2019 00:00
30187573344,3,04/23/2019 12:00:00 AM
30187838262,2,04-03-2019 00:00
30189613910,3,04/22/2019 12:00:00 AM
30189617586,1,04-03-2019 00:00
30190567264,3,04/14/2019 12:00:00 AM
30191884776,1,04-10-2019 00:00
30196612514,3,04/28/2019 12:00:00 AM
30196629826,3,04-05-2019 00:00
30196636234,3,04-08-2019 00:00
30196646482,1,04-09-2019 00:00
30196660882,1,04/16/2019 12:00:00 AM
30198025254,3,04-09-2019 00:00
30198600358,3,04/24/2019 12:00:00 AM
30198601942,3,04-08-2019 00:00
30198602870,3,04/18/2019 12:00:00 AM
30198903662,3,04-12-2019 00:00
30198904634,3,04/24/2019 12:00:00 AM
30198960716,1,04-09-2019 00:00
30198963496,3,04-08-2019 00:00
30198972150,3,04-10-2019 00:00
30198972554,2,04-09-2019 00:00
30199045812,3,04-02-2019 00:00
30199222084,1,04/24/2019 12:00:00 AM
30199228436,2,04/15/2019 12:00:00 AM
30199389198,1,04/23/2019 12:00:00 AM
30199704238,3,04-10-2019 00:00
30199755640,1,04/24/2019 12:00:00 AM
30304114848,1,04/25/2019 12:00:00 AM
30304209434,3,04/16/2019 12:00:00 AM
30304774074,2,04/22/2019 12:00:00 AM
30304801464,2,04/24/2019 12:00:00 AM
30304995386,1,04/24/2019 12:00:00 AM
30305804394,3,04/28/2019 12:00:00 AM
30307020414,3,04-10-2019 00:00
30308047070,2,04-09-2019 00:00
30309028250,3,04-10-2019 00:00
30309569514,3,04/17/2019 12:00:00 AM
30309606350,2,04-03-2019 00:00
30311409140,3,04/23/2019 12:00:00 AM
30315912886,3,04-01-2019 00:00
30318876168,3,04/17/2019 12:00:00 AM
30319423222,3,04-09-2019 00:00
30604990204,1,04/18/2019 12:00:00 AM
30605034838,3,04/16/2019 12:00:00 AM
30605203916,3,04/13/2019 12:00:00 AM
30612338180,3,04-02-2019 00:00
30612474320,3,04-03-2019 00:00
30804015542,3,04/23/2019 12:00:00 AM
30806182410,2,04-03-2019 00:00
30806242760,3,04/16/2019 12:00:00 AM
30806259748,3,04-03-2019 00:00
30806606458,2,04-01-2019 00:00
30807846992,1,04/22/2019 12:00:00 AM
30809865346,3,04-10-2019 00:00
30809866086,1,04/30/2019 12:00:00 AM
30811609136,2,04/16/2019 12:00:00 AM
30811981510,3,04/15/2019 12:00:00 AM
30811984328,2,04-04-2019 00:00
30811991226,3,04/22/2019 12:00:00 AM
30811997026,3,04/17/2019 12:00:00 AM
30824311574,1,04/24/2019 12:00:00 AM
30824368628,2,04/17/2019 12:00:00 AM
30824393834,1,04-01-2019 00:00
30825120080,3,04/16/2019 12:00:00 AM
30825626222,2,04-02-2019 00:00
30825639518,3,04-06-2019 00:00
30825805764,3,04/13/2019 12:00:00 AM
30826028280,2,04/17/2019 12:00:00 AM
30826481596,3,04/15/2019 12:00:00 AM
30826522596,2,04/17/2019 12:00:00 AM
30827549420,3,04/22/2019 12:00:00 AM
30827552016,3,04/24/2019 12:00:00 AM
30827600542,3,04/22/2019 12:00:00 AM
30827652304,3,04-01-2019 00:00
30827962356,2,04-05-2019 00:00
30828069688,3,04/22/2019 12:00:00 AM
30828086738,2,04-10-2019 00:00
30828311956,3,04-03-2019 00:00
30828400068,3,04-02-2019 00:00
30828404424,3,04-10-2019 00:00
30828412718,3,04/22/2019 12:00:00 AM
30828605850,3,04/24/2019 12:00:00 AM
30828606710,3,04/17/2019 12:00:00 AM
30828612492,3,04-06-2019 00:00
30828615880,1,04/13/2019 12:00:00 AM
30831422360,2,04-09-2019 00:00
30831439830,3,04/22/2019 12:00:00 AM
30831833858,1,04/16/2019 12:00:00 AM
30832424062,3,04/24/2019 12:00:00 AM
30832429292,1,04-11-2019 00:00
30832439536,1,04/16/2019 12:00:00 AM
30832458000,2,04-03-2019 00:00
30832759548,3,04-05-2019 00:00
30833202816,3,04/24/2019 12:00:00 AM
30833219130,3,04/17/2019 12:00:00 AM
30833614972,3,04/23/2019 12:00:00 AM
30834037070,3,04-01-2019 00:00
30834410490,1,04-09-2019 00:00
30834415120,3,04-01-2019 00:00
30834676132,1,04-10-2019 00:00
30835229300,3,04-10-2019 00:00
30835234766,3,04/16/2019 12:00:00 AM
30835425100,3,04/22/2019 12:00:00 AM
30836127472,3,04/19/2019 12:00:00 AM
30836170470,3,04/24/2019 12:00:00 AM
30836316068,3,04/19/2019 12:00:00 AM
30836420878,3,04-10-2019 00:00
30836425836,3,04/15/2019 12:00:00 AM
30836427326,2,04/23/2019 12:00:00 AM
30836433116,3,04/15/2019 12:00:00 AM
30837801476,3,04/17/2019 12:00:00 AM
30837807022,3,04-03-2019 00:00
30837825186,2,04/29/2019 12:00:00 AM
30837845002,3,04-02-2019 00:00
30837854516,3,04/16/2019 12:00:00 AM
30838006432,2,04-10-2019 00:00
30838207806,1,04/26/2019 12:00:00 AM
30839463340,3,04/23/2019 12:00:00 AM
30839548150,3,04-10-2019 00:00
30839554098,3,04/19/2019 12:00:00 AM
30839869828,2,04-10-2019 00:00
31264244870,1,04-09-2019 00:00
31265219054,2,04-06-2019 00:00
31267146500,3,04/30/2019 12:00:00 AM
31267413762,2,04/17/2019 12:00:00 AM
31267605872,3,04-03-2019 00:00
31267614786,3,04/19/2019 12:00:00 AM
31270584086,3,04-09-2019 00:00
31271642188,3,04/25/2019 12:00:00 AM
31271982768,3,04/24/2019 12:00:00 AM
31271990956,3,04-02-2019 00:00
31271992704,3,04/16/2019 12:00:00 AM
31277615324,3,04-04-2019 00:00
31278417454,2,04/23/2019 12:00:00 AM
31278419896,3,04/15/2019 12:00:00 AM
31464564214,3,04/15/2019 12:00:00 AM
31464602808,3,04-05-2019 00:00
31464632614,3,04-05-2019 00:00
31464793324,1,04/19/2019 12:00:00 AM
31464971756,2,04-02-2019 00:00
31465366130,3,04-01-2019 00:00
31466760690,2,04/19/2019 12:00:00 AM
31466762098,3,04/27/2019 12:00:00 AM
31468128456,3,04-08-2019 00:00
31468130376,2,04-10-2019 00:00
31469465710,3,04-02-2019 00:00
31469787054,3,04/15/2019 12:00:00 AM
31472389256,3,04/15/2019 12:00:00 AM
31473649540,3,04/18/2019 12:00:00 AM
31475085818,2,04/22/2019 12:00:00 AM
31476396964,3,04/14/2019 12:00:00 AM
31476452242,3,04/19/2019 12:00:00 AM
31476515420,2,04/22/2019 12:00:00 AM
31477630260,3,04/17/2019 12:00:00 AM
31477634954,3,04-05-2019 00:00
31605160166,3,04-02-2019 00:00
31605594068,2,04/30/2019 12:00:00 AM
31606347328,1,04-10-2019 00:00
31606373468,3,04-08-2019 00:00
31606406384,2,04/19/2019 12:00:00 AM
31606406752,3,04-01-2019 00:00
31609315476,1,04/19/2019 12:00:00 AM
31609356580,3,04-08-2019 00:00
31609422850,2,04/18/2019 12:00:00 AM
31609427110,3,04/24/2019 12:00:00 AM
31609428000,3,04-09-2019 00:00
31610267776,1,04/23/2019 12:00:00 AM
31612120062,1,04-02-2019 00:00
31612138256,3,04/26/2019 12:00:00 AM
31612369844,2,04-08-2019 00:00
31612480338,2,04-12-2019 00:00
31614612852,2,04/23/2019 12:00:00 AM
31615506646,1,04/18/2019 12:00:00 AM
32064191414,2,04-10-2019 00:00
32064945030,2,04/16/2019 12:00:00 AM
32067872818,1,04/18/2019 12:00:00 AM
32068866062,1,04-01-2019 00:00
32069113042,3,04-01-2019 00:00
32069984128,3,04/16/2019 12:00:00 AM
32070407832,3,04-02-2019 00:00
32071250084,3,04-11-2019 00:00
32072331638,3,04-03-2019 00:00
32072613826,1,04/24/2019 12:00:00 AM
32074460834,3,04-03-2019 00:00
32164131944,2,04/22/2019 12:00:00 AM
32164505072,3,04/15/2019 12:00:00 AM
32166240428,3,04/17/2019 12:00:00 AM
32167723000,2,04/24/2019 12:00:00 AM
32167736568,3,04-02-2019 00:00
32167902922,3,04-10-2019 00:00
32167923970,3,04/24/2019 12:00:00 AM
32167952168,3,04/24/2019 12:00:00 AM
32168072176,3,04/16/2019 12:00:00 AM
32168304280,2,04/22/2019 12:00:00 AM
32168523750,1,04/16/2019 12:00:00 AM
32168643902,3,04-01-2019 00:00
32169223462,1,04/19/2019 12:00:00 AM
32169974900,1,04-02-2019 00:00
32170037990,2,04/20/2019 12:00:00 AM
32171165048,1,04-08-2019 00:00
32171524596,3,04/19/2019 12:00:00 AM
32171533564,2,04/22/2019 12:00:00 AM
32171551576,3,04-06-2019 00:00
32172121260,1,04/16/2019 12:00:00 AM
32172892988,3,04/17/2019 12:00:00 AM
32174254392,2,04-10-2019 00:00
32175805194,3,04-04-2019 00:00
32175846838,3,04-12-2019 00:00
32176861284,2,04-03-2019 00:00
32179267562,3,04-12-2019 00:00
32370704162,3,04/15/2019 12:00:00 AM
32404008266,1,04-01-2019 00:00
32404060242,3,04/17/2019 12:00:00 AM
32404112128,2,04/15/2019 12:00:00 AM
32404112658,3,04-02-2019 00:00
32404346062,1,04-04-2019 00:00
32404489664,3,04/22/2019 12:00:00 AM
32404580182,3,04/17/2019 12:00:00 AM
32404904374,2,04/18/2019 12:00:00 AM
32404916840,3,04/17/2019 12:00:00 AM
32404917522,2,04/23/2019 12:00:00 AM
32404985626,1,04/24/2019 12:00:00 AM
32404991844,1,04-11-2019 00:00
32406118848,1,04-03-2019 00:00
32406119460,3,04-04-2019 00:00
32406607612,2,04/22/2019 12:00:00 AM
32406890458,3,04/22/2019 12:00:00 AM
32407260592,3,04/15/2019 12:00:00 AM
32407261102,3,04/16/2019 12:00:00 AM
32407652650,3,04-03-2019 00:00
32408471416,3,04/15/2019 12:00:00 AM
32408752562,3,04-03-2019 00:00
32408837930,2,04-04-2019 00:00
32410100140,1,04/29/2019 12:00:00 AM
32410305050,3,04-02-2019 00:00
32410305090,2,04-10-2019 00:00
32410308190,2,04-04-2019 00:00
32412723040,1,04/22/2019 12:00:00 AM
32413483932,3,04-08-2019 00:00
32415244576,3,04-11-2019 00:00
32415346466,3,04-11-2019 00:00
32415569202,3,04-09-2019 00:00
32415887306,2,04/22/2019 12:00:00 AM
32417508836,2,04-08-2019 00:00
32419206616,3,04/24/2019 12:00:00 AM
32824072604,2,04-10-2019 00:00
32824162724,3,04-11-2019 00:00
32824594884,1,04-02-2019 00:00
32825908146,1,04/24/2019 12:00:00 AM
32825912756,1,04-03-2019 00:00
32826893080,2,04-09-2019 00:00
32828280204,3,04/16/2019 12:00:00 AM
32828290232,1,04/25/2019 12:00:00 AM
32828290698,3,04/17/2019 12:00:00 AM
32828408998,3,04/25/2019 12:00:00 AM
32828604854,3,04-01-2019 00:00
32828608858,3,04/15/2019 12:00:00 AM
32829713826,3,04-03-2019 00:00
32832810010,3,04-09-2019 00:00
32833206706,1,04-06-2019 00:00
32837823440,3,04/24/2019 12:00:00 AM
32837833714,1,04-08-2019 00:00
32837906662,2,04-03-2019 00:00
32839802538,3,04/19/2019 12:00:00 AM
33204336294,1,04-08-2019 00:00
33206827116,3,04/15/2019 12:00:00 AM
33206836648,2,04-06-2019 00:00
33206845768,3,04-10-2019 00:00
33206847536,3,04-09-2019 00:00
33206926930,2,04/18/2019 12:00:00 AM
33206934948,1,04/15/2019 12:00:00 AM
33208281494,1,04-01-2019 00:00
33213028534,2,04/17/2019 12:00:00 AM
33213459268,3,04-10-2019 00:00
33213459874,3,04/16/2019 12:00:00 AM
33216666440,3,04-04-2019 00:00
33216672900,3,04/16/2019 12:00:00 AM
33216674866,3,04-03-2019 00:00
33216677686,3,04-05-2019 00:00
33219978654,3,04/23/2019 12:00:00 AM
34145458126,3,04/22/2019 12:00:00 AM
34147084204,2,04-12-2019 00:00
34147141996,3,04-03-2019 00:00
34149792258,1,04/15/2019 12:00:00 AM
34151997482,3,04/27/2019 12:00:00 AM
34152420812,3,04-07-2019 00:00
34156686782,2,04/14/2019 12:00:00 AM
34159080018,3,04/23/2019 12:00:00 AM
34159087288,1,04-04-2019 00:00
34159089524,2,04/21/2019 12:00:00 AM
34244214178,1,04-10-2019 00:00
34244305038,3,04/19/2019 12:00:00 AM
34244306412,3,04-09-2019 00:00
34246161652,3,04/15/2019 12:00:00 AM
34246405098,3,04-04-2019 00:00
34247370402,2,04-10-2019 00:00
34250841288,1,04/16/2019 12:00:00 AM
34254605796,3,04/23/2019 12:00:00 AM
34304262354,3,04/24/2019 12:00:00 AM
35307260720,2,04-09-2019 00:00
35704083090,3,04/22/2019 12:00:00 AM
35705781592,2,04/15/2019 12:00:00 AM
35705883998,2,04/15/2019 12:00:00 AM
35706262732,2,04-08-2019 00:00
35708976094,3,04/18/2019 12:00:00 AM
35709178138,3,04/23/2019 12:00:00 AM
35710540170,2,04-07-2019 00:00
35710820498,1,04/16/2019 12:00:00 AM
35711253592,3,04-02-2019 00:00
35712348068,1,04/19/2019 12:00:00 AM
35712600712,3,04/25/2019 12:00:00 AM
35712654574,3,04/16/2019 12:00:00 AM
35716880086,1,04-04-2019 00:00
36051588392,3,04/19/2019 12:00:00 AM
36051591056,1,04-09-2019 00:00
36053677798,3,04-03-2019 00:00
36053774344,3,04/25/2019 12:00:00 AM
36054772608,3,04-09-2019 00:00
36291713772,2,04/15/2019 12:00:00 AM
36304263262,1,04/16/2019 12:00:00 AM
36304760694,3,04/19/2019 12:00:00 AM
36304772524,2,04/18/2019 12:00:00 AM
36304864892,3,04/15/2019 12:00:00 AM
36305794886,1,04/22/2019 12:00:00 AM
36305826340,3,04/17/2019 12:00:00 AM
36305827410,1,04/15/2019 12:00:00 AM
36305839860,1,04-08-2019 00:00
36305949380,3,04/18/2019 12:00:00 AM
36308809470,3,04-09-2019 00:00
36310707322,1,04/15/2019 12:00:00 AM
36311804566,3,04/17/2019 12:00:00 AM
36311814576,3,04/23/2019 12:00:00 AM
36314845014,3,04/22/2019 12:00:00 AM
36314845732,2,04/17/2019 12:00:00 AM
36314849616,3,04/18/2019 12:00:00 AM
36316426188,2,04/16/2019 12:00:00 AM
36319770368,3,04-02-2019 00:00
36564169034,3,04/23/2019 12:00:00 AM
36564460564,2,04-01-2019 00:00
36564477436,3,04-01-2019 00:00
36565680916,3,04/16/2019 12:00:00 AM
36565682400,1,04/24/2019 12:00:00 AM
36567700790,3,04-10-2019 00:00
36567763462,2,04/24/2019 12:00:00 AM
36567764146,3,04-06-2019 00:00
36572936358,3,04-09-2019 00:00
36573119002,3,04/30/2019 12:00:00 AM
36573931960,3,04/22/2019 12:00:00 AM
36575364932,3,04/29/2019 12:00:00 AM
36575374776,3,04/22/2019 12:00:00 AM
36575520310,3,04-04-2019 00:00
36575524216,2,04/19/2019 12:00:00 AM
36575534120,3,04-02-2019 00:00
36575544964,3,04/26/2019 12:00:00 AM
36575550842,3,04-10-2019 00:00
36575556698,1,04-02-2019 00:00
36575557464,1,04/25/2019 12:00:00 AM
36575582418,1,04-04-2019 00:00
36575594010,2,04-04-2019 00:00
36577987002,3,04-08-2019 00:00
